,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,TEAM_ABBREVIATION,WL,PTDIFF
272,2017-11-05T00:00:00,2,0021700137,1610612748,Miami,4-5,34.0,28.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.44,0.8420000000000001,0.389,23.0,37.0,16.0,240:00,0.524,0.226,0.163,0.23800000000000002,0.44299999999999995,0.345,0.163,0.4,MIA,w,3.0
273,2017-11-05T00:00:00,2,0021700137,1610612746,LA,5-4,20.0,29.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.391,0.8,0.29,16.0,50.0,15.0,240:00,0.44299999999999995,0.345,0.163,0.4,0.524,0.226,0.163,0.23800000000000002,LAC,l,-3.0
822,2017-12-13T00:00:00,9,0021700412,1610612766,Charlotte,10-17,23.0,26.0,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.414,0.741,0.19,14.0,56.0,12.0,240:00,0.43700000000000006,0.31,0.121,0.235,0.54,0.21600000000000003,0.1,0.12,CHA,l,-12.0
823,2017-12-13T00:00:00,9,0021700412,1610612745,Houston,22-4,38.0,25.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.44299999999999995,0.684,0.37799999999999995,24.0,45.0,10.0,240:00,0.54,0.21600000000000003,0.1,0.12,0.43700000000000006,0.31,0.121,0.235,HOU,w,12.0
998,2017-12-26T00:00:00,3,0021700500,1610612753,Orlando,11-24,18.0,31.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.40700000000000003,0.818,0.25,14.0,42.0,17.0,240:00,0.43799999999999994,0.272,0.174,0.213,0.511,0.187,0.171,0.33299999999999996,ORL,l,-18.0
999,2017-12-26T00:00:00,3,0021700500,1610612748,Miami,18-16,21.0,22.0,25.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.451,0.8240000000000001,0.33299999999999996,22.0,53.0,15.0,240:00,0.511,0.187,0.171,0.33299999999999996,0.43799999999999994,0.272,0.174,0.213,MIA,w,18.0
1004,2017-12-26T00:00:00,6,0021700503,1610612762,Utah,15-20,20.0,14.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.321,0.826,0.28600000000000003,19.0,42.0,7.0,240:00,0.381,0.27399999999999997,0.079,0.218,0.5489999999999999,0.272,0.11,0.25,UTA,l,-24.0
1005,2017-12-26T00:00:00,6,0021700503,1610612743,Denver,19-15,28.0,22.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.48100000000000004,0.818,0.36700000000000005,23.0,53.0,9.0,240:00,0.5489999999999999,0.272,0.11,0.25,0.381,0.27399999999999997,0.079,0.218,DEN,w,24.0
1002,2017-12-26T00:00:00,5,0021700502,1610612751,Brooklyn,12-21,16.0,28.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.419,0.778,0.375,23.0,45.0,13.0,240:00,0.484,0.09699999999999999,0.133,0.24,0.556,0.3,0.12300000000000001,0.132,BKN,l,-12.0
1003,2017-12-26T00:00:00,5,0021700502,1610612759,San Antonio,24-11,19.0,31.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.513,0.833,0.43799999999999994,18.0,43.0,12.0,240:00,0.556,0.3,0.12300000000000001,0.132,0.484,0.09699999999999999,0.133,0.24,SAS,w,12.0
1008,2017-12-26T00:00:00,8,0021700505,1610612758,Sacramento,11-22,30.0,23.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.41700000000000004,0.667,0.318,25.0,37.0,9.0,240:00,0.45299999999999996,0.125,0.099,0.2,0.623,0.33299999999999996,0.134,0.25,SAC,l,-27.0
1009,2017-12-26T00:00:00,8,0021700505,1610612746,LA,14-19,30.0,41.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.5429999999999999,0.778,0.419,31.0,49.0,13.0,240:00,0.623,0.33299999999999996,0.134,0.25,0.45299999999999996,0.125,0.099,0.2,LAC,w,27.0
1006,2017-12-26T00:00:00,7,0021700504,1610612763,Memphis,10-24,19.0,34.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.402,0.828,0.15,12.0,38.0,10.0,240:00,0.42,0.33299999999999996,0.1,0.222,0.5,0.486,0.205,0.17600000000000002,MEM,l,-2.0
1007,2017-12-26T00:00:00,7,0021700504,1610612756,Phoenix,13-23,29.0,28.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.444,0.7709999999999999,0.364,24.0,41.0,19.0,240:00,0.5,0.486,0.205,0.17600000000000002,0.42,0.33299999999999996,0.1,0.222,PHX,w,2.0
1012,2017-12-27T00:00:00,2,0021700507,1610612742,Dallas,11-25,22.0,31.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.513,0.667,0.276,26.0,35.0,9.0,240:00,0.564,0.192,0.11,0.111,0.544,0.127,0.16399999999999998,0.184,DAL,w,4.0
1013,2017-12-27T00:00:00,2,0021700507,1610612754,Indiana,19-16,29.0,25.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.48100000000000004,0.8,0.4,27.0,39.0,15.0,240:00,0.544,0.127,0.16399999999999998,0.184,0.564,0.192,0.11,0.111,IND,l,-4.0
1010,2017-12-27T00:00:00,1,0021700506,1610612738,Boston,28-10,28.0,32.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.474,1.0,0.441,20.0,43.0,15.0,240:00,0.5710000000000001,0.16699999999999998,0.171,0.154,0.408,0.33299999999999996,0.129,0.33899999999999997,BOS,w,11.0
1011,2017-12-27T00:00:00,1,0021700506,1610612766,Charlotte,12-22,16.0,28.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.368,0.69,0.304,15.0,52.0,11.0,240:00,0.408,0.33299999999999996,0.129,0.33899999999999997,0.5710000000000001,0.16699999999999998,0.171,0.154,CHA,l,-11.0
1016,2017-12-27T00:00:00,4,0021700509,1610612752,New York,17-17,28.0,24.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.40700000000000003,0.6920000000000001,0.174,21.0,51.0,12.0,240:00,0.429,0.14300000000000002,0.11800000000000001,0.132,0.465,0.18600000000000003,0.14400000000000002,0.083,NYK,l,-5.0
1017,2017-12-27T00:00:00,4,0021700509,1610612741,Chicago,12-22,17.0,32.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.40700000000000003,0.75,0.35700000000000004,23.0,50.0,15.0,240:00,0.465,0.18600000000000003,0.14400000000000002,0.083,0.429,0.14300000000000002,0.11800000000000001,0.132,CHI,w,5.0
1014,2017-12-27T00:00:00,3,0021700508,1610612764,Washington,19-16,29.0,28.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.43200000000000005,0.769,0.375,24.0,40.0,13.0,240:00,0.488,0.321,0.14400000000000002,0.196,0.495,0.309,0.11699999999999999,0.34,WAS,l,-14.0
1015,2017-12-27T00:00:00,3,0021700508,1610612737,Atlanta,9-25,29.0,26.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.436,0.69,0.297,28.0,53.0,11.0,240:00,0.495,0.309,0.11699999999999999,0.34,0.488,0.321,0.14400000000000002,0.196,ATL,w,14.0
1416,2018-01-24T00:00:00,9,0021700709,1610612738,Boston,35-14,25.0,37.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.419,0.955,0.35,25.0,47.0,13.0,240:00,0.495,0.237,0.12300000000000001,0.25,0.475,0.494,0.18100000000000002,0.213,BOS,w,11.0
1417,2018-01-24T00:00:00,9,0021700709,1610612746,LA,23-24,22.0,33.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.44299999999999995,0.6920000000000001,0.23800000000000002,26.0,40.0,19.0,240:00,0.475,0.494,0.18100000000000002,0.213,0.495,0.237,0.12300000000000001,0.25,LAC,l,-11.0
1290,2018-01-15T00:00:00,9,0021700646,1610612744,Golden State,36-9,35.0,22.0,36.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.48200000000000004,0.8,0.375,33.0,48.0,16.0,240:00,0.5529999999999999,0.353,0.166,0.295,0.495,0.23399999999999999,0.141,0.255,GSW,w,10.0
1291,2018-01-15T00:00:00,9,0021700646,1610612739,Cleveland,26-17,37.0,27.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.457,0.682,0.25,26.0,43.0,15.0,240:00,0.495,0.23399999999999999,0.141,0.255,0.5529999999999999,0.353,0.166,0.295,CLE,l,-10.0
1292,2018-01-15T00:00:00,10,0021700647,1610612754,Indiana,24-20,31.0,27.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.532,0.867,0.5379999999999999,26.0,43.0,14.0,240:00,0.623,0.195,0.156,0.21600000000000003,0.5,0.21,0.141,0.205,IND,w,15.0
1293,2018-01-15T00:00:00,10,0021700647,1610612762,Utah,17-26,21.0,26.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.444,0.765,0.273,11.0,38.0,13.0,240:00,0.5,0.21,0.141,0.205,0.623,0.195,0.156,0.21600000000000003,UTA,l,-15.0
1284,2018-01-15T00:00:00,6,0021700644,1610612748,Miami,25-18,25.0,23.0,24.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.47600000000000003,0.792,0.33299999999999996,35.0,40.0,14.0,240:00,0.5479999999999999,0.28600000000000003,0.134,0.095,0.568,0.25,0.099,0.163,MIA,l,-8.0
1285,2018-01-15T00:00:00,6,0021700644,1610612741,Chicago,17-27,32.0,23.0,29.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.47700000000000004,0.8640000000000001,0.41,27.0,45.0,9.0,240:00,0.568,0.25,0.099,0.163,0.5479999999999999,0.28600000000000003,0.134,0.095,CHI,w,8.0
1286,2018-01-15T00:00:00,7,0021700645,1610612747,Los Angeles,15-28,27.0,23.0,27.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.396,0.8390000000000001,0.34299999999999997,25.0,44.0,13.0,240:00,0.45799999999999996,0.32299999999999995,0.125,0.222,0.573,0.415,0.17300000000000001,0.158,LAL,l,-9.0
1287,2018-01-15T00:00:00,7,0021700645,1610612763,Memphis,14-28,34.0,26.0,37.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.512,0.853,0.455,24.0,48.0,18.0,240:00,0.573,0.415,0.17300000000000001,0.158,0.45799999999999996,0.32299999999999995,0.125,0.222,MEM,w,9.0
1282,2018-01-15T00:00:00,5,0021700642,1610612752,New York,20-24,26.0,26.0,31.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.512,0.703,0.563,27.0,51.0,9.0,240:00,0.5670000000000001,0.451,0.091,0.19,0.431,0.414,0.107,0.204,NYK,w,15.0
1283,2018-01-15T00:00:00,5,0021700642,1610612751,Brooklyn,16-28,24.0,18.0,39.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.368,0.8059999999999999,0.344,16.0,45.0,11.0,240:00,0.431,0.414,0.107,0.204,0.5670000000000001,0.451,0.091,0.19,BKN,l,-15.0
1288,2018-01-15T00:00:00,8,0021700643,1610612758,Sacramento,13-30,24.0,28.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.39299999999999996,0.6,0.233,22.0,37.0,13.0,240:00,0.435,0.298,0.136,0.128,0.47100000000000003,0.337,0.198,0.36700000000000005,SAC,l,-7.0
1289,2018-01-15T00:00:00,8,0021700643,1610612760,Oklahoma City,24-20,20.0,26.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.419,0.483,0.3,20.0,59.0,18.0,240:00,0.47100000000000003,0.337,0.198,0.36700000000000005,0.435,0.298,0.136,0.128,OKC,w,7.0
1278,2018-01-15T00:00:00,3,0021700640,1610612749,Milwaukee,23-20,28.0,25.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.469,0.69,0.5,21.0,44.0,17.0,240:00,0.519,0.358,0.19399999999999998,0.349,0.461,0.408,0.23399999999999999,0.275,MIL,w,9.0
1279,2018-01-15T00:00:00,3,0021700640,1610612764,Washington,25-19,30.0,21.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.42100000000000004,0.8059999999999999,0.28600000000000003,19.0,39.0,23.0,240:00,0.461,0.408,0.23399999999999999,0.275,0.519,0.358,0.19399999999999998,0.349,WAS,l,-9.0
1280,2018-01-15T00:00:00,4,0021700641,1610612759,San Antonio,29-16,23.0,25.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.425,0.85,0.364,24.0,37.0,9.0,240:00,0.47100000000000003,0.23,0.09300000000000001,0.17,0.517,0.163,0.156,0.275,SAS,l,-3.0
1281,2018-01-15T00:00:00,4,0021700641,1610612737,Atlanta,12-31,21.0,23.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.465,0.929,0.36,23.0,50.0,15.0,240:00,0.517,0.163,0.156,0.275,0.47100000000000003,0.23,0.09300000000000001,0.17,ATL,w,3.0
1440,2018-01-26T00:00:00,8,0021700721,1610612757,Portland,27-22,17.0,35.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.494,0.826,0.33299999999999996,20.0,54.0,14.0,240:00,0.557,0.29100000000000004,0.159,0.256,0.449,0.191,0.053,0.154,POR,w,14.0
1441,2018-01-26T00:00:00,8,0021700721,1610612742,Dallas,16-33,25.0,19.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.39299999999999996,0.765,0.33299999999999996,17.0,37.0,5.0,240:00,0.449,0.191,0.053,0.154,0.557,0.29100000000000004,0.159,0.256,DAL,l,-14.0
1438,2018-01-26T00:00:00,7,0021700720,1610612745,Houston,34-13,30.0,23.0,27.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.462,0.8290000000000001,0.33299999999999996,22.0,35.0,12.0,240:00,0.5379999999999999,0.449,0.125,0.053,0.604,0.256,0.158,0.154,HOU,l,-2.0
1439,2018-01-26T00:00:00,7,0021700720,1610612740,New Orleans,27-21,29.0,37.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.537,0.762,0.40700000000000003,36.0,42.0,15.0,240:00,0.604,0.256,0.158,0.154,0.5379999999999999,0.449,0.125,0.053,NOP,w,2.0
1444,2018-01-26T00:00:00,10,0021700723,1610612752,New York,22-28,33.0,20.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.48200000000000004,0.727,0.36,25.0,49.0,16.0,240:00,0.535,0.259,0.159,0.25,0.41,0.138,0.146,0.235,NYK,w,22.0
1445,2018-01-26T00:00:00,10,0021700723,1610612756,Phoenix,17-32,23.0,26.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.35100000000000003,0.615,0.33299999999999996,15.0,42.0,14.0,240:00,0.41,0.138,0.146,0.235,0.535,0.259,0.159,0.25,PHX,l,-22.0
1354,2018-01-20T00:00:00,5,0021700678,1610612749,Milwaukee,23-22,29.0,26.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.402,0.818,0.313,20.0,35.0,17.0,240:00,0.46299999999999997,0.268,0.177,0.19,0.588,0.22399999999999998,0.179,0.289,MIL,l,-22.0
1355,2018-01-20T00:00:00,5,0021700678,1610612755,Philadelphia,22-20,37.0,24.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.529,0.8420000000000001,0.4,32.0,45.0,16.0,240:00,0.588,0.22399999999999998,0.179,0.289,0.46299999999999997,0.268,0.177,0.19,PHI,w,22.0
1448,2018-01-27T00:00:00,2,0021700725,1610612753,Orlando,14-34,32.0,38.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.545,0.625,0.32,21.0,40.0,14.0,240:00,0.597,0.41600000000000004,0.17,0.31,0.569,0.218,0.10400000000000001,0.25,ORL,l,-2.0
1449,2018-01-27T00:00:00,2,0021700725,1610612754,Indiana,27-23,22.0,31.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.54,0.789,0.278,25.0,38.0,9.0,240:00,0.569,0.218,0.10400000000000001,0.25,0.597,0.41600000000000004,0.17,0.31,IND,w,2.0
696,2017-12-04T00:00:00,11,0021700349,1610612764,Washington,12-11,15.0,15.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.28800000000000003,0.826,0.2,9.0,31.0,13.0,240:00,0.313,0.28800000000000003,0.14300000000000002,0.222,0.6709999999999999,0.237,0.17800000000000002,0.345,WAS,l,-47.0
697,2017-12-04T00:00:00,11,0021700349,1610612762,Utah,13-11,29.0,35.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.5660000000000001,0.778,0.47100000000000003,29.0,52.0,16.0,240:00,0.6709999999999999,0.237,0.17800000000000002,0.345,0.313,0.28800000000000003,0.14300000000000002,0.222,UTA,w,47.0
1294,2018-01-15T00:00:00,11,0021700648,1610612745,Houston,30-12,31.0,25.0,28.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.40399999999999997,0.813,0.295,21.0,37.0,12.0,240:00,0.473,0.17,0.13699999999999998,0.26,0.62,0.253,0.185,0.14300000000000002,HOU,l,-11.0
1295,2018-01-15T00:00:00,11,0021700648,1610612746,LA,22-21,30.0,29.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.557,0.75,0.4,30.0,41.0,18.0,240:00,0.62,0.253,0.185,0.14300000000000002,0.473,0.17,0.13699999999999998,0.26,LAC,w,11.0
1296,2018-01-16T00:00:00,1,0021700649,1610612750,Minnesota,29-17,25.0,23.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.439,0.9,0.43799999999999994,19.0,37.0,7.0,240:00,0.474,0.102,0.08,0.23399999999999999,0.506,0.21100000000000002,0.17800000000000002,0.366,MIN,l,-6.0
1297,2018-01-16T00:00:00,1,0021700649,1610612753,Orlando,13-31,25.0,22.0,26.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.444,0.895,0.355,24.0,51.0,16.0,240:00,0.506,0.21100000000000002,0.17800000000000002,0.366,0.474,0.102,0.08,0.23399999999999999,ORL,w,6.0
1582,2018-02-05T00:00:00,3,0021700792,1610612753,Orlando,16-36,26.0,33.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.488,0.8420000000000001,0.433,25.0,39.0,11.0,240:00,0.565,0.226,0.11199999999999999,0.122,0.446,0.376,0.11599999999999999,0.33299999999999996,ORL,w,2.0
1583,2018-02-05T00:00:00,3,0021700792,1610612748,Miami,29-25,35.0,25.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.43,0.743,0.13,21.0,53.0,12.0,240:00,0.446,0.376,0.11599999999999999,0.33299999999999996,0.565,0.226,0.11199999999999999,0.122,MIA,l,-2.0
694,2017-12-04T00:00:00,10,0021700348,1610612765,Detroit,14-9,29.0,24.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.41200000000000003,0.625,0.29600000000000004,15.0,42.0,10.0,240:00,0.45899999999999996,0.282,0.10099999999999999,0.146,0.512,0.146,0.18,0.222,DET,l,-3.0
695,2017-12-04T00:00:00,10,0021700348,1610612759,San Antonio,16-8,28.0,22.0,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.42700000000000005,1.0,0.452,30.0,51.0,16.0,240:00,0.512,0.146,0.18,0.222,0.45899999999999996,0.282,0.10099999999999999,0.146,SAS,w,3.0
1832,2018-02-28T00:00:00,6,0021700918,1610612756,Phoenix,19-44,21.0,36.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.45799999999999996,0.737,0.28600000000000003,19.0,47.0,16.0,240:00,0.494,0.45799999999999996,0.149,0.17800000000000002,0.45399999999999996,0.322,0.185,0.22,PHX,w,8.0
1833,2018-02-28T00:00:00,6,0021700918,1610612763,Memphis,18-42,27.0,27.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.379,0.821,0.419,23.0,48.0,20.0,240:00,0.45399999999999996,0.322,0.185,0.22,0.494,0.45799999999999996,0.149,0.17800000000000002,MEM,l,-8.0
1816,2018-02-27T00:00:00,4,0021700910,1610612764,Washington,36-25,40.0,24.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.47700000000000004,0.727,0.35,30.0,40.0,11.0,240:00,0.517,0.25,0.128,0.22,0.519,0.364,0.17300000000000001,0.205,WAS,w,3.0
1817,2018-02-27T00:00:00,4,0021700910,1610612749,Milwaukee,33-27,22.0,28.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.455,0.857,0.385,20.0,40.0,16.0,240:00,0.519,0.364,0.17300000000000001,0.205,0.517,0.25,0.128,0.22,MIL,l,-3.0
1922,2018-03-06T00:00:00,7,0021700963,1610612751,Brooklyn,20-45,19.0,34.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.424,0.8,0.265,24.0,38.0,12.0,240:00,0.47600000000000003,0.294,0.157,0.217,0.633,0.133,0.17,0.152,BKN,l,-13.0
1923,2018-03-06T00:00:00,7,0021700963,1610612744,Golden State,50-14,35.0,13.0,38.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.5660000000000001,0.818,0.478,30.0,41.0,17.0,240:00,0.633,0.133,0.17,0.152,0.47600000000000003,0.294,0.157,0.217,GSW,w,13.0
2390,2018-04-07T00:00:00,6,0021701196,1610612757,Portland,48-32,33.0,23.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.47700000000000004,0.909,0.39299999999999996,18.0,40.0,13.0,240:00,0.54,0.125,0.13699999999999998,0.256,0.601,0.25,0.08199999999999999,0.121,POR,l,-11.0
2391,2018-04-07T00:00:00,6,0021701196,1610612759,San Antonio,46-34,32.0,22.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.56,0.7140000000000001,0.33299999999999996,21.0,36.0,7.0,240:00,0.601,0.25,0.08199999999999999,0.121,0.54,0.125,0.13699999999999998,0.256,SAS,w,11.0
1818,2018-02-27T00:00:00,5,0021700911,1610612758,Sacramento,18-43,26.0,27.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.44299999999999995,0.9329999999999999,0.318,20.0,36.0,12.0,240:00,0.483,0.17,0.11900000000000001,0.14,0.613,0.20199999999999999,0.18100000000000002,0.25,SAC,l,-17.0
1819,2018-02-27T00:00:00,5,0021700911,1610612757,Portland,35-26,36.0,30.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.524,0.765,0.441,27.0,47.0,17.0,240:00,0.613,0.20199999999999999,0.18100000000000002,0.25,0.483,0.17,0.11900000000000001,0.14,POR,w,17.0
292,2017-11-06T00:00:00,2,0021700147,1610612751,Brooklyn,4-6,28.0,19.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.402,0.69,0.25,20.0,48.0,16.0,240:00,0.44799999999999995,0.33299999999999996,0.153,0.22399999999999998,0.384,0.40700000000000003,0.163,0.275,BKN,w,6.0
293,2017-11-06T00:00:00,2,0021700147,1610612756,Phoenix,4-7,19.0,22.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.349,0.743,0.24,13.0,52.0,17.0,240:00,0.384,0.40700000000000003,0.163,0.275,0.44799999999999995,0.33299999999999996,0.153,0.22399999999999998,PHX,l,-6.0
2192,2018-03-25T00:00:00,4,0021701097,1610612746,LA,39-34,28.0,25.0,27.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.46299999999999997,0.778,0.444,17.0,44.0,8.0,240:00,0.505,0.284,0.087,0.255,0.5329999999999999,0.152,0.158,0.289,LAC,w,11.0
2193,2018-03-25T00:00:00,4,0021701097,1610612761,Toronto,54-20,35.0,25.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.446,0.5710000000000001,0.444,24.0,48.0,14.0,240:00,0.5329999999999999,0.152,0.158,0.289,0.505,0.284,0.087,0.255,TOR,l,-11.0
684,2017-12-04T00:00:00,5,0021700343,1610612749,Milwaukee,12-10,26.0,23.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.449,0.875,0.429,17.0,28.0,9.0,240:00,0.506,0.308,0.105,0.075,0.615,0.244,0.161,0.242,MIL,l,-11.0
